DRG47602,0VP44KZ,"Removal of Nonautologous Tissue Substitute from Prostate and Seminal Vesicles, Percutaneous Endoscopic Approach"
DRG47602,0VP470Z,"Removal of Drainage Device from Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VP471Z,"Removal of Radioactive Element from Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VP473Z,"Removal of Infusion Device from Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VP477Z,"Removal of Autologous Tissue Substitute from Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VP47JZ,"Removal of Synthetic Substitute from Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VP47KZ,"Removal of Nonautologous Tissue Substitute from Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VP480Z,"Removal of Drainage Device from Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VP481Z,"Removal of Radioactive Element from Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VP483Z,"Removal of Infusion Device from Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VP487Z,"Removal of Autologous Tissue Substitute from Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VP48JZ,"Removal of Synthetic Substitute from Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VP48KZ,"Removal of Nonautologous Tissue Substitute from Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VQ00ZZ,"Repair Prostate, Open Approach"
DRG47602,0VQ03ZZ,"Repair Prostate, Percutaneous Approach"
DRG47602,0VQ04ZZ,"Repair Prostate, Percutaneous Endoscopic Approach"
DRG47602,0VQ07ZZ,"Repair Prostate, Via Natural or Artificial Opening"
DRG47602,0VQ08ZZ,"Repair Prostate, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VT04ZZ,"Resection of Prostate, Percutaneous Endoscopic Approach"
DRG47602,0VT07ZZ,"Resection of Prostate, Via Natural or Artificial Opening"
DRG47602,0VT08ZZ,"Resection of Prostate, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VW400Z,"Revision of Drainage Device in Prostate and Seminal Vesicles, Open Approach"
DRG47602,0VW403Z,"Revision of Infusion Device in Prostate and Seminal Vesicles, Open Approach"
DRG47602,0VW407Z,"Revision of Autologous Tissue Substitute in Prostate and Seminal Vesicles, Open Approach"
DRG47602,0VW40JZ,"Revision of Synthetic Substitute in Prostate and Seminal Vesicles, Open Approach"
DRG47602,0VW40KZ,"Revision of Nonautologous Tissue Substitute in Prostate and Seminal Vesicles, Open Approach"
DRG47602,0VW430Z,"Revision of Drainage Device in Prostate and Seminal Vesicles, Percutaneous Approach"
DRG47602,0VW433Z,"Revision of Infusion Device in Prostate and Seminal Vesicles, Percutaneous Approach"
DRG47602,0VW437Z,"Revision of Autologous Tissue Substitute in Prostate and Seminal Vesicles, Percutaneous Approach"
DRG47602,0VW43JZ,"Revision of Synthetic Substitute in Prostate and Seminal Vesicles, Percutaneous Approach"
DRG47602,0VW43KZ,"Revision of Nonautologous Tissue Substitute in Prostate and Seminal Vesicles, Percutaneous Approach"
DRG47602,0VW440Z,"Revision of Drainage Device in Prostate and Seminal Vesicles, Percutaneous Endoscopic Approach"
DRG47602,0VW443Z,"Revision of Infusion Device in Prostate and Seminal Vesicles, Percutaneous Endoscopic Approach"
DRG47602,0VW447Z,"Revision of Autologous Tissue Substitute in Prostate and Seminal Vesicles, Percutaneous Endoscopic Approach"
DRG47602,0VW44JZ,"Revision of Synthetic Substitute in Prostate and Seminal Vesicles, Percutaneous Endoscopic Approach"
DRG47602,0VW44KZ,"Revision of Nonautologous Tissue Substitute in Prostate and Seminal Vesicles, Percutaneous Endoscopic Approach"
DRG47602,0VW470Z,"Revision of Drainage Device in Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VW473Z,"Revision of Infusion Device in Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VW477Z,"Revision of Autologous Tissue Substitute in Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VW47JZ,"Revision of Synthetic Substitute in Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VW47KZ,"Revision of Nonautologous Tissue Substitute in Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
DRG47602,0VW480Z,"Revision of Drainage Device in Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VW483Z,"Revision of Infusion Device in Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VW487Z,"Revision of Autologous Tissue Substitute in Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VW48JZ,"Revision of Synthetic Substitute in Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
DRG47602,0VW48KZ,"Revision of Nonautologous Tissue Substitute in Prostate and Seminal Vesicles, Via Natural or Artificial Opening Endoscopic"
